=== MALATAVADI REJECTED CORRECTIONS DETAIL ===
Plot       | Confidence | Ev Imp     | Shift (m)  | Safeguard                 | Detailed Reason
1779       | 0.7305     | 0.0037     | 10.20      | baseline                  | Baseline flagging (overlap violation)
178        | 0.3984     | 0.0136     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1780       | 0.3193     | 0.0551     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1781       | 0.7808     | 0.0160     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1782       | 0.5364     | 0.0222     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0222 < 0.035)
1783       | 0.7083     | 0.0018     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0018 < 0.035)
1784       | 0.1951     | 0.0128     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1785       | 0.1537     | 0.0165     | 10.20      | baseline                  | Baseline flagging (area ratio)
1786       | 0.7506     | 0.0130     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0130 < 0.035)
1787       | 0.8269     | 0.0552     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1788       | 0.1746     | 0.0402     | 10.20      | baseline                  | Baseline flagging (area ratio)
1789/A     | 0.1918     | 0.0053     | 10.20      | baseline                  | Baseline flagging (area ratio)
1789/B     | 0.1995     | 0.0207     | 10.20      | baseline                  | Baseline flagging (area ratio)
179        | 0.7689     | 0.0296     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1790       | 0.3361     | 0.0275     | 10.05      | baseline                  | Baseline flagging (overlap violation)
1791       | 0.1078     | 0.0683     | 9.06       | baseline                  | Baseline flagging (area ratio)
1792       | 0.1630     | 0.0647     | 10.20      | baseline                  | Baseline flagging (area ratio)
1793       | 0.7666     | 0.0626     | 11.40      | baseline                  | Baseline flagging (overlap violation)
1794/A     | 0.8133     | 0.1124     | 12.37      | baseline                  | Baseline flagging (overlap violation)
1794/C     | 0.8474     | 0.1810     | 11.40      | baseline                  | Baseline flagging (low legacy conf)
1795/A     | 0.1275     | 0.0649     | 11.40      | baseline                  | Baseline flagging (area ratio)
1795/B     | 0.1502     | 0.0920     | 11.40      | baseline                  | Baseline flagging (area ratio)
1796       | 0.6262     | 0.0173     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1797       | 0.5912     | 0.0510     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1798       | 0.1719     | 0.0021     | 10.20      | baseline                  | Baseline flagging (area ratio)
1799/A     | 0.1966     | 0.0111     | 10.20      | baseline                  | Baseline flagging (area ratio)
1799/B     | 0.2058     | 0.0631     | 10.20      | baseline                  | Baseline flagging (area ratio)
17/A       | 0.2307     | 0.0193     | 10.20      | baseline                  | Baseline flagging (area ratio)
17/B       | 0.2307     | 0.0294     | 10.20      | baseline                  | Baseline flagging (area ratio)
18         | 0.3246     | 0.0450     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1800       | 0.5464     | 0.0319     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0319 < 0.035)
1801       | 0.4546     | 0.0071     | 10.20      | confidence_threshold      | Low confidence (0.4546 < 0.50)
1802       | 0.5380     | 0.0000     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0000 < 0.035)
1803       | 0.6492     | 0.0148     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0148 < 0.035)
1804       | 0.1518     | 0.0107     | 10.20      | baseline                  | Baseline flagging (area ratio)
1805       | 0.2644     | 0.0246     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1806       | 0.2682     | 0.0544     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1809/1     | 0.2028     | 0.0795     | 10.20      | baseline                  | Baseline flagging (area ratio)
1809/10    | 0.1629     | 0.1378     | 12.17      | baseline                  | Baseline flagging (area ratio)
1809/11    | 0.1858     | 0.0084     | 11.18      | baseline                  | Baseline flagging (area ratio)
1809/12    | 0.1991     | 0.0062     | 11.18      | baseline                  | Baseline flagging (area ratio)
1809/2     | 0.2003     | 0.0540     | 10.20      | baseline                  | Baseline flagging (area ratio)
1809/3     | 0.6086     | 0.0140     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1809/4     | 0.4709     | 0.0308     | 10.20      | confidence_threshold      | Low confidence (0.4709 < 0.50)
1809/5     | 0.3247     | 0.0292     | 11.18      | baseline                  | Baseline flagging (low legacy conf)
1809/7     | 0.1751     | 0.0641     | 11.18      | baseline                  | Baseline flagging (area ratio)
1809/8     | 0.7648     | 0.0988     | 11.18      | baseline                  | Baseline flagging (overlap violation)
1809/9     | 0.1500     | 0.1534     | 11.18      | baseline                  | Baseline flagging (area ratio)
181        | 0.8201     | 0.0253     | 11.18      | baseline                  | Baseline flagging (overlap violation)
1811       | 0.3827     | 0.0198     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1812       | 0.4275     | 0.0285     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1813       | 0.5550     | 0.0377     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1814       | 0.4637     | 0.0152     | 10.20      | confidence_threshold      | Low confidence (0.4637 < 0.50)
1815       | 0.5008     | 0.0960     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1816       | 0.7110     | 0.0321     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1817/A     | 0.1956     | 0.0388     | 10.20      | baseline                  | Baseline flagging (area ratio)
1817/B     | 0.1919     | 0.0241     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1818       | 0.4943     | 0.0035     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1819       | 0.7900     | 0.0001     | 10.20      | baseline                  | Baseline flagging (overlap violation)
182        | 0.2309     | 0.0543     | 10.20      | baseline                  | Baseline flagging (area ratio)
1820       | 0.3634     | 0.0095     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1821/A     | 0.1642     | 0.0243     | 10.20      | baseline                  | Baseline flagging (area ratio)
1821/B     | 0.1467     | 0.0208     | 10.20      | baseline                  | Baseline flagging (area ratio)
1822       | 0.2498     | 0.0540     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1823       | 0.1652     | 0.0274     | 10.20      | baseline                  | Baseline flagging (area ratio)
1824       | 0.6234     | 0.0221     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1825       | 0.7300     | 0.0498     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1827       | 0.3228     | 0.0299     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1828       | 0.6016     | 0.0113     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1829       | 0.4266     | 0.0230     | 10.20      | baseline                  | Baseline flagging (overlap violation)
183        | 0.7564     | 0.0256     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0256 < 0.035)
1830       | 0.1509     | 0.0238     | 10.20      | baseline                  | Baseline flagging (area ratio)
1831       | 0.4931     | 0.0690     | 10.20      | confidence_threshold      | Low confidence (0.4931 < 0.50)
1832       | 0.1873     | 0.0778     | 10.20      | baseline                  | Baseline flagging (area ratio)
1833       | 0.1735     | 0.0784     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1835       | 0.3324     | 0.0127     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1836       | 0.3067     | 0.0125     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1837       | 0.7412     | 0.0060     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1838       | 0.3269     | 0.0055     | 10.20      | baseline                  | Baseline flagging (low legacy conf)
1839/A     | 0.8141     | 0.0161     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0161 < 0.035)
1839/B     | 0.8129     | 0.0226     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0226 < 0.035)
1839/C     | 0.8263     | 0.0170     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1840       | 0.5648     | 0.0090     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0090 < 0.035)
1841       | 0.2018     | 0.0268     | 10.20      | baseline                  | Baseline flagging (area ratio)
1842/A     | 0.1739     | 0.0441     | 10.20      | baseline                  | Baseline flagging (area ratio)
1842/B     | 0.1737     | 0.0415     | 10.20      | baseline                  | Baseline flagging (area ratio)
1843       | 0.7943     | 0.0396     | 10.20      | baseline                  | Baseline flagging (overlap violation)
1844       | 0.5007     | 0.0201     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0201 < 0.035)
1845       | 0.1591     | 0.0239     | 10.20      | baseline                  | Baseline flagging (area ratio)
1846/B     | 0.8200     | 0.0231     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0231 < 0.035)
1846/C     | 0.8205     | 0.0147     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0147 < 0.035)
1847       | 0.5564     | 0.0230     | 10.20      | evidence_threshold        | Insufficient evidence improvement (0.0230 < 0.035)
1848/A     | 0.2041     | 0.0605     | 10.20      | baseline                  | Baseline flagging (area ratio)
